id,avis,note,reponse_proprietaire
avis-146,"NUMBER 1 DONER MEAT IN MONTREAL, THE POUTINE IS THE BEST IN THE WORLD WITH THE ONLY TRUE VEGAN GRAVY IN MONTREAL!!! KEEP UP THE GREAT WORK GUYS!!!",5,Thanks choupi loupi
avis-147,"Le meilleur , tellement bon que je n'ai peu eu l temps prendre une photo car miammiam ye!! Dans mon ventre!
Sa vaut la peine",5,Merci maggy
avis-148,"If your looking for small hidden gem in the heart of Montreal, this is the spot. Just quick, tasty, amazing flavor",5,Thanks for the comment
avis-149,"On les attendait depuis longtemps! Heureusement sont la! Nourriture 10, service 10, ambiance 10, prix 10!!!! Merveilleux retour, merci Ligne Rouge!",5,Merci beaucoup Lore
avis-150,Best poutine in town,5,thanks for the post luc
avis-151,Excellent pita au porc !! 10/10,5,Thanks Vince
avis-152,Addictive,5,thanks for the stars and the review
avis-153,Legendary,5,thanks for the stars and the review
avis-154,Best souvlaki place ever!,5,thanks for the stars and the review
avis-155,Je suis contente que vous avez réouvert le meilleurs souvlaki que j’ai mangé,5,thanks for the stars and the review
avis-156,J adore ce resto à 150%%%,5,thanks for the stars and the review we love you too!!!!
avis-157,Super good,4,thanks for the stars and the review
avis-158,Delicieux! Grosse portion,5,thanks for the stars and the review
avis-159,"La Ligne Rouge the Best In town , Food is amazing and owners and workers are very kind to everyone if you dont know What to eat take your car and drive there you wont regret",5,"thanks for the stars and the review, your words are too kind"
avis-160,"Happy that this Ligne Rouge has made its return! Had a couple of gyros this weekend and it hit the spot. This restaurant is a classic. Delicious, memorable and affordable (cash only resto) . A go-to for anyone and definitely would recommend anything from their menu!",5,Thanks for the stars AL we love you guys
avis-161,Il faut attendre un peu,4,thanks for the stars and the review
avis-162,le bhay est trop Gyu bdv,5,"thanks for the stars and the review, what ever you said"
avis-163,Delicious! the best gyros in Montreal. After long time I am eating but never change the taste.,5,"thanks for the stars and the review, even for us it has not changed- lots of work!!!!"
avis-164,"Best place for Doner and Chicken souvlaki in Town. They also have regular poutine or with meat, cheeseburgers, hot dogs and submarines. They take only cash so bring some.",5,thanks for the stars and the review
avis-165,"Selon moi, ce sont les meilleurs gyros à Montréal. Mais mon dieu que le service est de la grosse m****!!! On avait l’air de le déranger carrément. Air bête total! 10 pour la bouffe mais 0 pour le service à la clientèle…",3,"thanks for the stars and the review, sorry about your negative experience, we are trying to change"
avis-166,"I've tried a lot of Greek food in mtl and it is definetly on par with the good ones. However, slightly too greasy, as the paper was all oily. The old man was nice.",4,"thanks for the stars and the review, in a few more years we will all be old men and women"
avis-167,"Ça l'air que je suis tombée sur un hotspot. Beaucoup, beaucoup de monde, ça a pris au moins 20 minutes avant qu'on prenne ma commande mais oh my god que c'était bon! L'attente en vaut tout simplement la peine! C'est pas cher pour ce que c'est et les employés sont vraiment enthousiastes. Dommage que j'habite loin... 😋",5,thanks for the stars and the review
avis-168,"Excellent ""Donner"" sandwich.  Frite et poutine super bon. Je recommande",5,thanks for the stars and the review
avis-169,"Updated review March 2023! The best doner in Montreal is back!!

======

Favorite go to place for junk food. Their Doner pita is just amazing, right ratio of meat, tzatziki, etc.  Love their potato fries as they are using a very sweet variety.  I am glad that this place is still open as I have been eating here for the last 30 years and beside the prices nothing have changed. It definitely bring back some good memories!  Cleanliness and service of some staff members could be better.  Please try the poutine with meat. Out of this world.",5,thanks for the stars paul
avis-170,"Had the gyro burger and it was amazing. The trio with fries and a drink for 15$. Quantity and quality is way better than at the big chain restaurants around.

Service is the same as always (no-nonsense and direct, hate it or love it).

Lacks a bit of atmosphere (no music, no TV) but they just reopened, so I'll give them a pass.",5,"thanks for the stars and the review, we got the TV working!!!"
avis-171,"The food was amazing, service is a little slow, but totally worth the wait 👌",5,thanks for the stars and the review
avis-172,"So glad I stopped here. Food is great, staff and regulars love to have a chat. It really is the perfect late night spot.",5,thanks for the stars and the review
avis-173,"Believe the hype. The pita bread is super fresh, the porc is juicy, and it's quite cheap for what you get. Oh and the guys are super nice. Cash only!",5,
avis-174,Classique montréalais. Le Meilleur Döner à Montréal!,5,
avis-175,Meilleur souvlakis EVER !!!! ENFIN ILS SONT OUVERTTTT !!!!,5,
avis-176,The best !!!! By far !!!,5,
avis-177,"UPDATE (MARCH 2023) LA LIGNE ROUGE IS OPEN AGAIN!!!! HOORAAYYY!!!

Can't wait until you reopen - you're one of my favourite restaurants in Montreal, La Ligne Rouge is the greatest, a treasure!! Good luck with everything and wishing you all the best.",5,Thanks for the stars and the kind words
avis-178,I've been going since the 80's and we have missed them for the years they closed. I'm so glad they're back.,5,
avis-179,"Ils sont enfin ouverts après les rénos!

J'adore cet endroit, les souvlakis sont toujours parfaits et la sauce à l'ail pour manger avec les frites aussi!! Le service est rapide et les employés sont tous sympathiques sauf un qui travaille le soir. Ouvert tard pour les trips de bouffe, mais cest le midi que c'est mieux d'y aller pour être sûr d'avoir du poulet.",5,merci beaucoup louis!!!!
avis-180,Il est de nouveau ouvert :),5,
avis-181,"La ligne Rouge is open now. I don’t know since went but today I pass by and see the line up about 30 peoples waiting to pass the order. And about 5 to 6 car in the front door with hazard.
So happy for them. I know that all montreal people was waiting to come back there.
I may try to pass by a other days.",5,
avis-182,"Best Greek gyros in Montreal.
It's open again ☺️",5,
avis-183,The king is back!!!,5,
avis-184,Opening soon ?,5,Opening 2nd March
avis-185,"Salut Harry, j'ai tellement hâte à la ré-ouverture, il n'y a aucune place que le doner est bon, j'ai découvert la ligne en 1984 et depuis ce temps je suis accros. Au plaisir de te revoir!
Stephane",5,
avis-186,Je suis vraiment triste que le resto sois fermé quel nostalgie quand je pense à ce resto j’espère qu’il va réouvrir je donne à ce resto un 110/100,5,
avis-187,"Food is good but the cook is a total turn off... I've even seen him wipe his nose and sweat off his head and go straight back to cooking, I can probably get over that cus were human and it ain't gonna kill me but his attitude towards clients is terrible, completely disrespectful even pulls faces sometimes... during the renovation they should build a wall between him and the clients so there's no interaction... the other guys are amazing, friendly and respectful.",4,"Sorry you had to see that, we got to see him every day , like they say— good help is hard to find 
Thanks for the stars Jeffrey
"
avis-188,When will the restaurant re-open???,5,
avis-189,Quand est ce que ça ouvre ? Vos hordes de clients fidèles sont impatients,5,
avis-190,"Qu'est ce qui se passe vous étiez supposé ouvrir le 2 février 2023 on est le 14 février et plus rien ne bouge à l'intérieur.
On as hâte à cette ouverture 😉",5,
avis-191,Vous est deja ouvert ?,5,thanks for the stars eileen
avis-192,Best gyros in town!!! Its been a while hope you guys re open soon!,5,
avis-193,"Can't wait for la ligne rouge to open!

Do you have an opening date ? I see you wrote feb 2nd but you're still closed. Will you be opening soon ?
😊",5,Thanks for the stars Britney
avis-194,"Cest un restaurant a ne pas manquer. Le doner est excellent   succulant! Sa donne toujours le gout d'en manger un 2em puis un 3em .  Cest pas un restaurant chic mais le but dy aller nest pas l'ambiance  mais  plutot de sy déplacer pour y goûter l'un des meilleur doner a montréal ,si ce nest pas le meilleur . A mon avis  cest le meilleur. Jai vraiment hâte quil réouvre",5,"Thanks Diego, you da man!!!"
avis-195,Hey are you guys opened?,5,Thanks for the stars and the support
avis-196,last time i was there was in 1996 and i still smell the donair and burguers,5,
avis-197,Est ce que vous allez reouvert ?,5,"No we are going to get going on rebut soon , thanks"
avis-198,"Restaurant conviviale et familiale. Ma mère et mon père y allaient depuis des années et c'est a mon tour. Quand je veux un bon gyros (le meilleur en ville) j'y vais. Puis j'amène des nouveaux clients aussi. Very good. My mother and father went there for years now. Now I'll go there everytime I want a good gyro (I mean the best in the city) and I bring some friends too.
Thank you very much for all these years. Waiting for you to open up. Haven't go for a while before you close. But I'm looking for to come back when you'll be open again.",5,
avis-199,I'll be there on February 2nd. I can't wait!!!,5,
avis-200,So are you opening soon or not?,4,We are officially opening on the 2nd of February 2023
avis-201,Meilleur souflakis!! Hâte que ça reouvre!!!!!! (Une date precise? ),5,2fevrier 2023 c’est officiel
avis-202,Wow!!!   C’est rouvert??,5,Oui 2fevrier
avis-203,"Rating will always be 5 stars, just looking for an update I need a pita!",5,"2nd February, we’re opening"
avis-204,"Hey guys! Mr. La Ligne Rouge. I didn't want to bother you so I decided to stop calling for updates when you said the windows were going in on Oct 5th. Any good news for me? I have friends from Ottawa waiting for the great re-opening!!! Anyway, I've known this place since my childhood and La Ligne Rouge definitely makes the best souvlakis ever.",5,"2nd of February, it’s official"
avis-205,What are the updates? Cant you just get a new location or order new windows since you ordered the other windows last December 2021 and it’s almost December 2022! 😂 cancel the order on those windows those people are playing too much! I miss the food dude we are getting hangry!,5,"the windows were ordered December 2021,and the order is noy finished,it's 10 Oct  2022. thanks for waiting!!"
avis-206,"Do u gonna open this year ??
I miss u!!!",5,2nd of February
avis-207,love this place! when will you open again?,5,"As soon we can get our windows that have been ordered last December, thanks for waiting"
avis-208,"Every time I want to feel young again,  this is the place to be and eat. Brings me back to my high school days! Can’t wait till they reopen to bring my husband and boys there to eat!!",5,Thanks for the stars and the great review
avis-209,"The best, can’t wait for it to open",5,"thanks for the stars,and the paitience"
avis-210,My grand mother and my mother use to take me there when i was 4-5 years old and it was the best gyros i ever tasted and growing up i got out of the city but i was still going to this place anytime i wanted good gyros a couple years later in 2019 i went back again 25 years later and it was still good and it brought me memories of when i was a kid cause this place is just that good i cant wait till its open again you guys are amazing and my mom still tells me stories of how good it was when i was a kid thank you for staying open and  i will take my kid to pass it to another geberation🙏🏽🔥🔥,5,"thanks for the stars,and the paitience,and the post,we will be open soon,can't wait to see you"
avis-211,When are you opening? I am dying to eat the best of the best pita in Montréal no cap! :(,5,"thanks for the stars,and the paitience,and the compliment"
avis-212,J'ai tellement hâte que ça rouvre. Je crave un bon gyros depuis trop longtemps,5,Soon come
avis-213,Best gyros in town!! Are you really opening up again? Can’t wait!,5,"Very soon thanks for the stars, and your patience"
avis-214,"Des clients fidels depuis longtemps !!! Aujourd hui je suis passer devant , en esperent sa sois enfin ouvert ! 😮‍💨 , et ce nest pas encore le cas malheuresement , est ce que vous avez une nouvelle date douverture? Depuis lincendie je voie que les vitres on encore les planches de bois , comme ci les renovations navais pas commencer? , a bientot ! 🙏",5,Ont commencé les travaux mais on la misère de trouver des matériaux j’avais reçu la moitié des vitres et je manque une frigo. Mais je pense que trois ou quatre semaines ça va être assez merci et scuse pour le délai
avis-215,When are you officially re opening? This place is great and im missing it.,5,"We are missing it too!!!! We are having problems with getting our windows as only half of them have been delivered and we are waiting for some pieces of equipment to be delivered, it should be no more than 2 more months, thanks for waiting and we appreciate your patronage thanks"
avis-216,Impatiente comme une enfant à la réouverture du meilleur Doner en ville! ❤,5,thanks for the stars and the patronage
avis-217,The only doner worth mentioning in Montreal is officially reopening! This is excellent news!,5,"Thank you very much for your enthusiastic post!!!! Yes it’s true, although we don’t have a set date it should be in the next few weeks, everything is on track and we are also excited that the day is coming up soon.
We will be posting the opening date as soon as possible.
Thanks for the continued patronage,,,,,,
THE MANAGEMENT"
avis-218,Cannot wait for the reopening! Will definitely be the first clients 🤭,5,thanks for the stars  and the continued support
avis-219,By far the best souvlaki in Quebec. Just sad they closed down.,5,thanks for the stars and the positive review
avis-220,"Best gyros in town (it's about the bread!) Miss you guys, hope you come back soon, Daniell.",5,"Thanks for the stars James, we miss you too, opening soon"
avis-221,"The food is awesome!
I’ve been going there for so many years and the taste doesn’t fade just gets better every time I get the feeling it’s the first time I eat there and also awesome people!!! I can’t wait for this place to open back😩🔥Hope to See you real soon !!!! ♥️♥️",5,"thanks for the stars opening by 24 June 2022, Well that was the plan! But unfortunately there is a labour shortage and we can't get our windows delivered till august, and we are missing some equipment, but we will try to open by the end of july even if it means that we will be working not 100%"
avis-222,Ouvrer au plus vite!!!,5,thanks for the stars Ray
avis-223,"Living out in the west island , and working out in ville st.laurent area being nowhere near this gem does not make life easy , but after inhaling 2 or more of their donors when I do get the rare chance life is great again. Greasy,salty,savory perfection. Waiting impatiently for your reopening but know will be worth it.",5,We will be opening soon thanks for the review
avis-224,The best gyros in Montreal!,5,"thank you very much, we will be opening soon, and we will try not to disappoint,,,,thanks for the stars"
avis-225,It's a great restaurant. I remember going here with my mom every time we were in the area. The ambiance of the restaurant was so cozy and the decor really took you back to the era of 50's diners. I do hope you guys are able to reopen one day. It was a truly fantastic place. The staff was always very nice and the food was really good.,5,"we will be opening soon, probably for the summer ,,,,thanks for the stars
Daniell"
avis-226,"le meilleur resto on attend pour vous.
el mejor los esperamos.",5,it shouldn't be too long from now thanks for the stars manuel
avis-227,When are you going to reopen? I miss the donners and fries.... haven't found better in montreal,5,"We hear you!!!!!!! we will be opening soon. it will open by june the latest, thanks for the stars gervi"
avis-228,Mon resto préféré pour les gyros. J’attends avec impatience votre réouverture. Est-ce que ce sera cette année?,5,"The way it looks because of COVID it will take a bit longer to open, but rest assured we will be opening up as soon as possible. Thanks for the waiting.  The management"
avis-229,"Comment oublier cette place, qui cuisine le meilleur souvlaky ever . La clientèle est très déçu de voir que le restaurant prend beaucoup de temps à ouvrir ses portes à nouveaux. Cela fait 2 ans et demi qu'il est fermé,le deuil est dure pour nos palais 😎☹️☹️😭😭😭.",5,Ça prend du temps mais on va l’ouvrir bientôt ça va prendre un autre 2-3 trois mois encore. Merci pour l’attente. Merci pour patienter
avis-230,Best gyros in town. My first stop whenever I come to Montreal. Been eating there over 10 years. I really hope they will re open soon.,5,Thanks for the stars Sakkoma
avis-231,"At this point i dont think they will ever reopen, i can say it was definitely the best doner in town",5,"we will open up again, it’s because the insurance is taking there time to pay up"
avis-232,Meilleur place à souvlaky en ville .. j'y vais depuis mon enfance :) Propriétaire très familier et accueillant !,5,Thanks for the stars Cynthia
avis-233,any updates on the re-opening date ?,5,"Soon we promise, thanks for the patience"
avis-234,"Mtl's best doner, can't wait for them to reopen",5,"Opening for sure by at least this summer, thanks for the stars"
avis-235,"Best place I've eaten in Montreal

Meilleur endroit où j'ai mangé à Montréal

Mejor lugar donde he comido en Montreal

Pls open soon     :D",5,"Thanks for the stars NGU we appreciate all our costumers who are patiently waiting for La Lignerouge to open,  thanks again"
avis-236,Best poutine AND souvlaki in Montreal. Nice guys working. Can’t wait til you reopen. We will be there. Hang in there!,5,"thank you for the support, we will be opening in about 2 months, so we all have to hang in there"
avis-237,is it open now?,5,Sorry not yet but soon
avis-238,"The food is delicious, the workers are all supper friendly. Can’t wait to get my hand on a donner!",5,"thanks for the review, we at la lignerouge are impatiently waiting for the start of renovations to op[en once again to the public and all the customers like you who can't wait till we open, i'ts as hard on us as is is for everyone waiting on the side lines for us to open,. Just a little while longer, we're getting there, and don't forget  la lignerouge will open , thanks
management"
avis-239,I feel heartbroken because i miss that place sooo much. Hope they will be back soon.,5,"It’s been a while with COVID and everything, but we had an unfortunate accident and we are going to rebuild as soon as possible"
avis-240,the best place in town can’t wait to come to eat again 😊😊😊😊,5,"thanks, we will be opening again soon, probably by September ,god willing"
avis-241,Love this place I have known the family for years always served with a smile and the food well it's to die for you must go there. 😘,5,"Thanks for the complement, we are rebuilding as soon as the insurance comes through"
avis-242,Quand allez vous re ouvrir?,4,"probably by September , its moving slow but it's getting there"
avis-243,"Il se passe quoi avec eux?

Ils vont revenir bientôt ou pas?

Je m'ennuie  du gros gars qui a toujours l'air de pas vouloir être là hahaha!",5,"We are coming back, we will be opening up soon"
avis-244,Ils me manquent énormément j’espère qu’il réouvriront très bientôt.,5,we will open probably by September  thanks for waiting
avis-245,"The BEST souvlaki you can have in Montreal. Don't let the looks deceive you. The food is great, the staff is friendly and it's just overall the best comfort food you can have when you need some cheering up! Hoping they open soon!!",5,Thanks for the kind words
avis-246,"I really hope they reopen, they have the best souvlaki in Montreal. Such a nostalgic place to go to, my mom used to bring me all the time when I was a small child.",5,We appreciate your support and business
avis-247,"Les meilleurs sandwich doner en ville, la sauce est excellente et leur prix est comme l’entreprise Brick, c’est à dire imbattable! Sans parler du service moustache des cuisinier derrière le comptoir caisse, ils sont géniaux et gentils.",5,"thanks brother, see you soon,probably by September"
avis-248,"Been going here for over 25 years and still the best doner in town.  My friends and I call it ""Two Shakes"" because when preparing the doners, they add what I believe is oregano and paprika from 2 shakers.  My mouth is watering just thinking about it.  I really hope they re-open soon because I've had multiple cravings for the doners and there is just no equivalent anywhere.",5,"thanks tommy, we will be opening soon, the doners are coming"
avis-249,"you’re missing out if you haven’t tried la ligne rouge. they have the best poutine and doner in town. gravy not too salty, boiling hot, melted cheese curds. perfect comfort food during winter.. or any season to be fair",5,"thanks nocap, we'll be opening soon"
avis-250,"Love this place, i will go again when they reopen once this covid thing gets under control.
Tonight i ordered gyro from a chain (the Pita Bar) and the taste is just not the same, tzaziki is bland like they were afraid of making it too garlicky.
I hope la ligne rouge will get to open soon!",5,soon come!!!!!!!! thanks Joy
avis-251,"Pourquoi fermer, sans le mentionner sur Google, alors qu’il a toujours été possible de commander à emporter ? #PetitCoeurBrisé",1,"sorry about the# broken heart but no one knew what was coming, sorry we let you down ,but we are going to reopen as soon as we finish renovatimg,see U soon"
avis-252,Update your hours in Google maps. It’s really disappointing to find out that it was closed when I got there after a 30 minutes drive.,1,"sorry bro ,you know us older guy's arent too good with internet, and can't find how to modify  on google, i've tried but could'nt do it. Just tell us your complaint when we open and we will try to make you a special or something"
avis-253,I used to eat here all the time since the 1980s and the souvlaki pita is delicious along with the onion rings and fries my regular meal.,5,Thanks for the stars Massimo
avis-254,Tres bon,4,Merci Denis
avis-255,"La meilleure place, le goût est exceptionnel",5,"Thanks for the stars, and the kind words, we are hoping to see you soon. Give it about 2 months"
avis-256,Nous sommes en Pandémie ..... il prend l'argent avec c'est main et retourne cuisiner sans les laver ou minimun les désinfecté avec du purel pas de mask rien ...   extrêmement déçu il ont été dans mon top un resto depuis mon adolescentes et je suis a 46 ans et plus jamais j'y retournerais,1,"Sorry about that, but like they say, you can’t teach old dogs new tricks. If we see you again just complain in person and we will accommodate you"
avis-257,Jadore leur souvlaki et mes souvenirs d'enfance sont là,5,We love to see all our loyal customers from the start of their gastronomic journey from the start of their lives
avis-258,La meilleure poutine !,5,Merci Marie
avis-259,Bonne nourriture. Mais le staff n'est pas toujours accueillant.,3,"True,but it's tough to serve so many people each day,.at least the food makes it worthwhile....thanks for the stars"
avis-260,"Poutine with the pork is bomb, the souvlaki was boom, fave spot to go to for poutine",5,"Thanks K , you're the best"
avis-261,Wow laye snack,4,Thanks for the stars
avis-262,"If there's a place that every body should go eat especially on the run, it's at LA LIGNE ROUGE it's just the best,  since my teenage years I've been going.The owners are friendly respectable people and best cook.",5,"Thanks for the kind words ,thanks for the stars"
avis-263,One of the best  gyro pita!,5,"thanks, see you soon"
avis-264,Les  gyros sont vraiment bons mais l'huile de la friteuse devrait être changé.,3,OK we'll change it for you. Thanks for the stars
avis-265,Best Souvlaki in the city,5,thanks for the stars papirazzi!!!!!
avis-266,Souvlaki,5,"thanks for the stars,and the paitience"
avis-267,Meilleur souvlaki en ville plus de 30 ans que  je vais la bas,4,
avis-268,"Love la ligne rouge, have been going there for years",5,
avis-269,Service rapide  et les souvlskis sont excellents.,5,
avis-270,"Super doner, je vais y retourner assurément!",5,
avis-271,Good late night snack after the drinks since they're opened late.,3,
avis-272,Food is always great.,5,
avis-273,Top of the top! Jy vais depuis plus que 15 ans!,5,
avis-274,Super awesome brilliant,5,
avis-275,"Les meilleurs mais vraiment les meilleurs souvlakis en ville. Jueux, une délicieuse  saveur inexplicable. Faut essayer!",5,
avis-276,A combination of good flavor and best services make this restaurant a good place to comeback.,5,
avis-277,Always at it's best,5,
avis-278,Par ce que c bon 😀!!!,5,
avis-279,"Meilleur Doner à Montréal
Le gars qui fait les doners est une légende, toujours souriant et agréable on sent qu'il est passionné pas son travaille

Sincèrement ça vaut le détour",5,
avis-280,Very tasty Greek fast food. The staff's conversations are very entertaining and they are interesting characters,5,
avis-281,"Busy place even at 9pm. Great food, friendly and fast service. I was able to  watch the hockey game on there t.v.",4,
avis-282,"ima go for several years
Always a pleasure
ima go back for sure",4,
avis-283,Cooks don't wear gloves. For me it's unsanitary,1,
avis-284,J'aime beaucoup dommage qu'il on changer les frites à Poutine,4,
avis-285,Definitely coming back. The meat was delicious and the bread was perfect texture.  Friendly staff!,5,
avis-286,Best poutine in MTL,5,
avis-287,Best pita in town! 🙏,5,
avis-288,Best gyros meat I have ever tasted in Mtl!! ** I went there a few weeks ago **,5,Thanks for the stars and the great review but you do know that we are opening on the 31st Jan 2020
avis-289,"On n'y va pas pour le mobilier, mais bien pour un souvlaki bien gras et des plus goûteux.",5,
avis-290,Mon meilleur gros depuis 28 ans déjà !,5,
avis-291,Assiette généreuse,4,Thanks Robert
avis-292,La standardisation est au rendez-vous si vous avez aimer 1fois vs allez tjrs aimer.,5,Thanks for the stars Cold XF
avis-293,"Food is great there, they need to renovate and update the look but the food is on point",5,Thanks for the stars dipa
avis-294,Très bon,5,Thanks for the stars waada
avis-295,Montréal pita Poutine classic,4,Thanks for the stars Samuel
avis-296,u guys are legends,5,"Thanks for the stars ,we greatly appreciate your post ,its customers like you that make us come to work every day, thanks again!!!!"
avis-297,Intoxication alim,1,"I don’t know what went wrong, we only use the best ingredients,.Maybe it was a bad day"
avis-298,"Ever since I was a kid my dad would take be there to eat souvlakis and till thos day their tzatziki is unrivaled. The souvlakis are the best, the meat is good and the service is fast.",5,"Thanks for the stars Maria. We love to hear stories like yours because that’s the truth of the matter, we love to serve you all the time.    See you"
avis-299,"Personnellement, meilleur pita que j'aie goûté!",5,Thanks for the stars felix
avis-300,Muy buenos recomendables 100% y la atención rápida y amables. Good,5,thanks for the stars Roberto you the best
avis-301,Meilleurs souvlakis donner à Montréal.,5,thanks for the stars alain and the complement
avis-302,"Bonne cuisine
Endroit propre",4,thanks for the stars mbappe
avis-303,"Un des cuistots s'est montré particulièrement désagréable, autrement c'était correct, mais un peu cher pour du kebab. La viande n'est pas exceptionnelle.",3,"Sorry, we’ll try harder next time to accommodate you"
avis-304,"The usual gyros place! Good food. Good price, the staff with Original jokes :D let’s do a follow me shot",5,"thanks for the stars juan, and the kind words"
avis-305,Is Harry still there?,4,"thanks for the stars matt, and by the way harry is still here"
avis-306,"I would have loved to try the food I've heard is delicious but alas, when I got there, I found out they only take cash. Ok. Not a problem, there's an atm. Except the atm is broken. Now I don't know if that's a usual thing or if I was just really unlucky, but I have to admit that wasting 30 minutes walking to and from this place at 1 am and returning home hungry and empty handed is pretty disheartening.

Maybe I'll change this review if I decide to try again, but for now, I'll just go make myself a sandwich and wonder how it is that food trucks accept cards, but a proper restaurant doesn't.

Edit: I did end up giving the place another chance (I dropped by the bank beforehand just in case, but it's worth noting that the atm was functional that time). The place was clean and the prices good. The gyro wasn't the best I've had but still very good and worth the trip.",4,"we are very sorry for your negative experience,but in a case like this if you would of explained your situation to the staff I'm sure they or we would of given you credit till the next day ,or week . we've done that before. As for the ATM it wasn't broken ,its that it gets serviced by a company and they probably had some travel or money issues, its rare but it happens some time ,try us another time ,Im sure you will be pleased"
avis-307,"Personnel très gentil et sympathique, mais nourriture assaisonnée bizarrement... Ce n'était pas de mauvaise qualité mais vraiment pas à mon goût.",3,
avis-308,"Funny. Went there, review were good. The machine cash was off. Prefer to call out my order instead of offering me to go to.. next door money distributor.  Lot of in and go for ordinary food. Wont go anymore. Sad... for the reputation...:(",1,
avis-309,"I always have a nice and fast service here.
Best place for a gyros they are honestly so tasty!!",5,"thanks for the stars lucia, love your post"
avis-310,Great meals..amazing services!!,5,thanks for the stars nati
avis-311,Ses degeulasse,1,
avis-312,"Le goût, la portion et le prix",3,thanks for the stars Carlos
avis-313,Best poutine ever...,3,thanks for the stars nathalie
avis-314,"Excellent gyros, the best I've eaten in all my life, the staff is great and everything (I've tasted) is really good.",5,"thanks for the stars dominic,and the great review"
avis-315,Très bon restaurant,5,thanks for the stars nanette
avis-316,bon service et bonne nourriture.,5,thanks for the stars raquel
avis-317,Amazing!,5,We’re happy you had a great time at our Resto thanks for the stars brendan
avis-318,Très bonne.,5,Merci pour les etoites herber
avis-319,hygiène un gros 0 le cuisinier avec les gants dans caisse,1,"You’re right we should fix the problem,but sometimes we forget, sorry patrice"
avis-320,The best in town!,5,thanks for the stars mary
avis-321,the food is always great.,5,thanks for the stars darien
avis-322,"Best souvlakie's and poutine that I ever tried on my life, very good guys 👌🏽 #Malakas 🤣",5,All those stars make us all here wanna get up in the morning...thanks Francis!
avis-323,One of the best doner in Montreal. The guy's attitude is very pleasant to watch,5,"thanks for the stars , i'd like to know which guy you're talking about-day or night"
avis-324,"One of my favourite places where I have fond childhood memories. I was a child the 1st time I came here with my mom. My mommy and I use to come here together often. The food, has always consistently remained the same which is fresh and tasty. And the plates are not small and never have been. They also use to sale extra virgin oil from Greece which was very good too. Not sure if they still do but if so, I strongly suggest purchasing a bottle.",5,"thanks for the stars ,so nice to hear stories like yours ,thats what keeps us going all these years yes we still have olive oil"
avis-325,"An incontournable in Montréal!
Price and taste changed overtime. It's different than what it used to be, but it's still good!",5,Thank you Benny!!!!
avis-326,"Je viens de l'essayer. Les portions sont consistantes (j'ai de la peine à terminer mon plat lol), le prix est abordable et c'est vraiment bon.",5,"Merci oumbe , we love the post"
avis-327,Endroit typique et incontournable,5,thanks for the stars Tania
avis-328,Excellent! Je descend de saint eustache juste pour manger un de leurs délicieux pitas! Keep up the good work guys,5,"merci ,thanks for the post jonathan, keep on coming we love to cook"
avis-329,Good gyro but why the fat guy in  the kitchen always mad😂,4,"thanks for the post jennifer, as for the fat guy he had a hard childhood!"
avis-330,Very impressed by this restaurant! Gyros were very good!,5,thanks for the post Sophia
avis-331,Very good gyro pita,5,thanks for the post frank
avis-332,"Had a beef plate, huge portion delicious and definitely worth the calories.",5,thanks for the post henry
avis-333,Great food great service really miss that big guy that worked in the day time he was very kind and super fast never seen anyone work and talk that fast. He was really something else,5,"thanks for the post Sophie, maybe we;ll bring him back one day maybe"
avis-334,Super👍,5,thanks for the post Espinosa
avis-335,The best slouvaki ever!,5,thanks for the post paul
avis-336,I  have love the food there since a long time ago it's still a must spot to eat when I'm in the area,5,thanks for the post Anika
avis-337,"Having been to Greece, I can confidently say their gyros is as good if not better than the original. Love this place, been coming here for over 20 years.",5,"thanks for the post rafaella, Greece is where I got the recipe"
avis-338,"After seeing the reviews and pictures of this place,  i decided to give it a go with my cousin.  Since walking in there, i started feeling nothing but regrets.  The cashier was very loud and rude,  they use very low and cheap ingredients (such as the cheap kraft single slices on the burgers) and the sauce for the poutine was horrible.  To make things worse they hardly put cheese on the poutine and they charge you a hefty price for what you get.    We both ended up getting a bit sick from the food later.
Also the place looks like it hasnt been cleaned or renovated since they've opened.   All the tables were sticky,  floors were dirty and the place had dust everywhere.

Its very rare and disappointing to see Greeks care so little of their establishment,  maybe the owner is about to retire and doesn't care but i just cannot go back there again.",1,"thanks for the one star Dean, maybe the place was not that clean but the windows are open and customers do leave a mess everywhere but the equipment we cook your food on ,and the quality of the food is always #1, but  like they say you got to take the bad with the good- maybe you're one of those hard to please customers, sorry about the negative experience"
avis-339,I know this place for years and it still one of my favourite places to enjoy a nice and tasty souvlaki. It's not the fancy restaurant but it's always clean. If you have to choose between the subway right next door and this place you should definitely go here.,4,
avis-340,Best doner meat in the city.,5,
avis-341,Toujours aussi bon et goûteux,5,
avis-342,Très bon,5,
avis-343,Très bon mais c pas le Fameux Elatos!,4,
avis-344,The poutine in this place Is amazing! So nice service :),5,
avis-345,Les meilleurs souvlaki,4,
avis-346,Really good shish with a good portion of fries,5,
avis-347,Real Greek souvlaki,5,
avis-348,excelente,5,
avis-349,"Don't expect anything fancy, yet they do have great food and affordable prices. Good option when walking around Montreal.",5,thanks for the stars franklin
avis-350,Excellent,5,thanks for the stars eddy
avis-351,"Best gyro pita in Montreal. Price is very affordable too. Bonus is that it still taste very good at home, just need to put in the oven for a few minutes.",5,we thank you for the stars Vinh and the kind words
